predicted gender,sentence text,profession,gender,stereotype,predicted gender,predicted mentions,Prediction
Female,"There is also a legend that claims a pregnant dancer named "" Johanna "" committed suicide with poison in the 1940s after her father murdered her lover Robert Randall , a singer at the club , by hanging him in the dressing room .",dancer,her,1,"a pregnant dancer named "" Johanna","[a pregnant dancer named "" Johanna, her, her]",True
Female,"Because the patient and her parents refused conventional therapies , including radiation and chemotherapy , we followed up the patient by performing magnetic resonance imaging scans on her every 3 Â months .",patient,her,0,her,"[her, her]",False
Female,A 25-year-old female patient with an approximate 10-year-history of slowly progressive muscle weakness was diagnosed as a manifesting carrier of Duchenne muscular dystrophy ( DMD ) because her muscle biopsy showed scattered fibers with no dystrophin on immunohistochemical staining .,patient,her,0,A 25-year-old female patient with an approximate 10-year-history of slowly progressive muscle weakness,"[A 25-year-old female patient with an approximate 10-year-history of slowly progressive muscle weakness, her]",False
Male,The patient was treated with IFN-alpha in another medical center for 6 months because his liver biopsy showed chronic active hepatitis .,patient,his,0,The patient,"[The patient, his]",False
Male,"After coronary arterial bypass had been established , it was difficult to wean the patient from cardiopulmonary bypass ( CPB ) because his own heart rate was over 100 beats min(-1 ) .",patient,his,0,the patient from cardiopulmonary bypass ( CPB ),"[the patient from cardiopulmonary bypass ( CPB ), his]",True
Male,"We present a patient who was considered to be high risk for recurrent pulmonary emboli and who could not undergo preoperative vena caval umbrella placement , because his weight exceeded the limit of our angiographic table .",patient,his,0,recurrent pulmonary emboli,"[recurrent pulmonary emboli, his]",False
Male,"Eisenhower was particularly impressed by Anderson 's abilities , believing him to be more than capable of being president himself , and named him as one of his leading choices to be his running mate in 1956 if Vice - President Richard Nixon have accepted Eisenhower 's recommendation to leave the vice - presidency to serve as Secretary of Defense .",president,himself,1,Eisenhower,"[Eisenhower, him, him, his, his, Eisenhower]",False
Male,"As a scientist himself , he does full justice to the value of science and to the subtleties of the scientific method . """,scientist,himself,1,a scientist himself,"[a scientist himself, he]",False
Male,"Restlessness can make dying unnecessarily difficult , not only for the patient himself , but also for his family and the physician in charge .",patient,himself,0,the patient himself,"[the patient himself, his]",False
Male,"The author himself , often critical of his own output , continues to cite this novel as one with which he remains pleased .",author,himself,-1,his,"[his, he]",False
Male,"This alliance consisted of faction leaders across the country , operating under Aidid 's authority , Aidid having declared himself Somalia 's president .",president,himself,1,Aidid,"[Aidid, Aidid, himself]",False
Male,The physicians of the PHCC only diagnosed a parasitic skin disease when it was pointed out by the patient himself .,patient,himself,0,a parasitic skin disease,"[a parasitic skin disease, it]",False
Male,"Barris is informing on Arctor to Hank , arguing that Arctor is a terrorist , and angling to be hired as a cop himself .",cop,himself,1,Arctor,"[Arctor, Arctor]",False
Male,"Usually , the request for perimortem gamete retrieval is made by the patient 's partner after the patient himself , or herself , has lost the capacity to consent for the procedure .",patient,himself,0,the patient himself,"[the patient himself, herself]",False
Male,"Khan , a lawyer himself , challenged this decision , taking it to the Supreme court , saying that he had fulfilled all his obligations under Islamic law .",lawyer,himself,1,"Khan , a lawyer himself","[Khan , a lawyer himself, he, his]",False
Male,"Khan , a lawyer himself , challenged this decision , taking it to the Supreme court , saying that he had fulfilled all his obligations under Islamic law .",lawyer,himself,1,this decision,"[this decision, it]",False
Male,"Thereafter , they encounter Sina and Dexio , assistants of Sycamore , who brings them to the professor himself ; however , once in Lumiose City they discover the area to be suffering from a partial power outage .",professor,himself,1,they,"[they, them]",False
Male,"Thereafter , they encounter Sina and Dexio , assistants of Sycamore , who brings them to the professor himself ; however , once in Lumiose City they discover the area to be suffering from a partial power outage .",professor,himself,1,"Sina and Dexio , assistants of Sycamore , who brings them to the professor himself","[Sina and Dexio , assistants of Sycamore , who brings them to the professor himself, they]",False
Male,He was nephew of Periyar and his father was an active politician himself .,politician,himself,1,He,"[He, his]",False
Male,"After this , he left his brothers team and started racing as a sidecarcross driver himself , competing in the Dutch and the world championship .",driver,himself,1,he,"[he, his]",False
Female,"She shows how , through the attempt to resolve this puzzle , meanings and implications of Freud 's difficult struggle with his search for truth in Moses and monotheism come alive , both in Freud 's writing and in the author herself .",author,herself,1,Freud,"[Freud, his, Freud]",False
Male,"His parents are an artist himself , and Angelina Miers , of Argentina .",artist,himself,1,His,"[His, himself]",False
Female,"He removes their names from the CIA hit list , but later attempts to kill them as revenge for MarÃ­a , who was a CIA agent herself .",agent,herself,1,their,"[their, them]",False
Male,"The first concerns the risk-benefit to the patient himself , who is at increased risk for significant morbidity and mortality from COVID-19 infection should he contract it .",patient,himself,0,"the patient himself , who is at increased risk for significant morbidity and mortality from COVID-19 infection","[the patient himself , who is at increased risk for significant morbidity and mortality from COVID-19 infection, he]",False
Male,"According to some critics and members of the Albanian League of Writers and Artists back in the time , Xhaferri was not a real dissident , he was dedicating part of his work to glorifying the communist regime in Albania , he was the one accusing Kadare that his novel "" Dasma "" was denigrating the socialist reality , he escaped to Greece quite easily and therefore he was much probably a Sigurimi agent himself , and that his work is being overvalued .",agent,himself,-1,Xhaferri,"[Xhaferri, he, his, he, his, he, he, his]",False
