,Unnamed: 0,predicted gender,correct,sentence_text,profession,g,g_first_index,profession_first_index,stereotype,corpus,data_index,distance,num_of_pronouns
90,20550,Male,1,"In the advertisement the author states that he had carefully revised every page , `` and by the friendly communications of several gentlemen In the county and -LSB- his -RSB- own observations during the last ten years greatly enlarged '' it .",author,he,7,4,-1,wikipedia,4,3,2
91,27318,Male,1,"Aspects , how the editor felt he had not already violated the 3rr with his four reverts .",editor,he,6,4,1,wikipedia,4,2,2
92,82825,Male,1,"The driver , who later said he fell asleep , had a suspended license for previous drunk driving convictions .",driver,he,6,1,1,wikipedia,4,5,1
93,60110,Male,1,"I would have probably blocked the user had he continued after the second warning instead of taking it to ANI -LRB- and again , this is based on the aggressive edit summaries and messages as provided above , not for cussing -RRB- .",user,he,8,6,0,wikipedia,4,2,1
94,58148,Female,1,"The attorney had been describing how he relied on a report from the police on how such items were displayed in a store , and the village president had similarly explained how she had relied on expertise from the police that she did not herself possess to inform her vote in favor of the ordinance .",president,she,32,27,-1,wikipedia,4,5,5
95,9079,Male,1,"The patient stated that he felt the episodes were related to his meal intakes ; therefore , he would skip most meals of the day .",patient,he,4,1,0,pubmed,4,3,3
96,77602,Male,1,The Doctor decides that he should remove her Borg implants so she can recover .,doctor,he,4,1,1,wikipedia,4,3,3
97,65743,Female,1,"On 22 July she left Port Jackson , sailing north in company with the brig , -LRB- which soon proved to be crank and returned to Port Jackson -RRB- , Investigator hugged the east coast , passed through the Great Barrier Reef and transited Torres Strait -LRB- which Flinders had previously sailed with Captain William Bligh on HMS Providence -RRB- .",investigator,she,3,30,1,wikipedia,4,27,1
99,96973,Male,1,"The user apparently still does not either pay attention to the warning -LRB- diff , diff -RRB- , nor does he try to discuss the matters .",user,he,20,1,0,wikipedia,4,19,1
100,198,Male,1,"And , honestly , COI is a strong indicator that an article should be deleted , as it shows that the person has to write about himself if he wants anyone to pay attention .",person,he,28,21,-1,wikipedia,5,7,2
101,144,Male,1,One patient had postoperative pain because he had so narrow medullary cavity that the humeral prosthesis could not be put deeply enough and the prosthesis head was a little higher over the anatomic level .,patient,he,6,1,0,pubmed,5,5,1
102,7187,Male,1,"Seeing that Michael would not leave , the technician told him to stay where he was and not move while he walked towards the building .",technician,he,14,8,1,wikipedia,5,6,2
103,7313,Female,1,She was a relatively early American woman writer who appears to have written because she liked to write and only published what she considered to be well written .,writer,she,14,7,1,wikipedia,5,7,3
104,940,Female,1,"In this case , the patient consulted her family doctor because she had a sore throat and fever , but was admitted to the hospital only three days after the onset of the symptoms .",patient,she,11,5,0,pubmed,5,6,2
105,254,Female,1,"It is also not likely that this patient poses any risk to other patients , because she does not have reactivation .",patient,she,16,7,0,covid19,5,9,1
106,47,Male,1,"In 1954 a friend , Paul Gregory , whom Garner had met while attending Hollywood High School , persuaded Garner to take a non-speaking role in the Broadway production of The Caine Mutiny Court Martial , where he was able to study actor Henry Fonda night after night .",friend,he,37,3,0,wikipedia,5,34,1
108,956,Female,1,Our patient is noteworthy because she is the first one reported with bullous SLE presenting in a localized linear pattern .,patient,she,5,1,0,pubmed,5,4,1
110,2740,Male,1,"In `` Knockoffs '' , Baroness picked up a Chameleon Mold from a scientist that invented it and ended up mindwiping the scientist so that he would not snitch to the cops .",scientist,he,25,13,1,wikipedia,5,12,1
112,2099,Male,1,"In this show , he is portrayed as an old friend of Jor-El who came to Earth to monitor Kal-El and assist him when he needed it , aiding Clark in defeating the escaped Phantom Zone prisoners .",friend,he,24,10,0,wikipedia,5,14,2
113,6334,Male,1,"My impression is that this is a keen , but young editor , who wants to run before he can walk .",editor,he,18,11,1,wikipedia,5,7,1
114,73,Male,1,"That is , a producer may choose a high CSR content of the good just because he is inefficient in the production ( as captured by a high c ) or the private good he sells is not strongly demanded on the market .",producer,he,16,4,1,covid19,5,12,2
115,82,Female,1,"In 1986 the first director , Su Rui-ping , had to step down after she had eliminated the installation of artist Zhang Jianfu from an `` experimental '' exhibition with her own feet , and in 1985 had a red metal sculpture called `` Unlimited Minimalism '' of Li Zai-qian repainted in silver .",director,she,14,4,-1,wikipedia,5,10,2
116,530,Female,1,"One patient already showed lung metastasis while undergoing first line surgery , because she initially declined surgery .",patient,she,13,1,0,pubmed,5,12,1
117,3032,Male,1,"BOSS feigns suffering from confusion as he appears to try to resolve the paradox , but has in fact summoned security .",boss,he,6,0,1,wikipedia,5,6,1
118,4070,Male,1,"He played the role of Akash , a jovial person who hates Father-Daughter relationship , but starts respecting it after he meets with the father of the girl he loved .",person,he,20,9,-1,wikipedia,5,11,2
120,493,Male,1,"According to the principles of acmeism -LRB- as the movement came to be dubbed by art historians -RRB- , every person , irrespective of his talent , may learn to produce high-quality poems if only he follows the guild ' s masters , i .",person,he,35,20,-1,wikipedia,5,15,2
121,4739,Male,1,"Links to promotional external sites are not OK , should be removed , and if reinserted , the user needs to be warned and blocked if he insists on repeating .",user,he,26,18,0,wikipedia,5,8,1
122,221,Male,1,One patient did not finish the treatment because he showed signs of rejection associated with severe pericardial effusion .,patient,he,8,1,0,pubmed,5,7,1
124,337,Female,1,The Case 3 patient was a 60 year-old woman who did not receive preoperative alpha blocker therapy because she lacked cardiovascular symptoms .,patient,she,18,3,0,pubmed,5,15,1
125,7185,Male,1,"Second , the jury ' s role was only advisory ; the judge could disregard the jury ' s sentencing recommendation , but had to explain his reasoning if he did .",judge,he,29,12,1,wikipedia,5,17,2
126,9061,Male,1,The male barber who shaves all and only men who do not shave themselves has to shave himself only if he does not shave himself .,barber,he,20,2,1,wikipedia,5,18,3
127,8081,Male,1,Support - User seems to understand the policies around the areas where he intends to contribute .,user,he,12,2,0,wikipedia,5,10,1
128,278,Female,1,"In a nearby hospital , a nurse in the emergency department thinks of asking for a long-term leave because she wants to be absent when an outbreak emerges ; she is thinking of her family and feels she is unqualified to deal with , and not secured against , morbid infection .",nurse,she,19,6,1,covid19,5,13,4
129,58,Male,1,"At first , the operation was considered , but the patient had high risk for the operation because he was old and low body weight and the lesion of tuberculosis in his thorax was very extensive .",patient,he,18,10,0,pubmed,5,8,2
131,625,Female,1,A 21-year-old patient attended the antennal clinic because she suffered from nephritic syndrome due to focal segmental glomerulosclerosis .,patient,she,8,2,0,pubmed,5,6,1
132,3506,Male,1,Check user may be good to see if he has any more sleepers .,user,he,8,1,0,wikipedia,5,7,1
133,6701,Male,1,"Other universities have enacted rules allowing professors to give students viva voce -LRB- oral -RRB- examinations on papers which a professor believes to be ' ghostwritten ' ; if the student is unfamiliar with the content of an essay that he has submitted , or its sources , then the student can be charged with academic fraud , a violation of the rules by which a student agrees to be bound when he enters a university or college program .",student,he,72,66,-1,wikipedia,5,6,2
134,9637,Male,1,The user never ceases to spam a page whenever he gets a chance .,user,he,9,1,0,wikipedia,5,8,1
135,963,Male,1,"One patient had transient side effects ( abnormal liver function ) in the beginning of treatment possibly because he was a "" slow acetylator "" .",patient,he,18,1,0,pubmed,5,17,1
136,6218,Male,1,"I think we have an editor here who is smart enough to contribute if he wants to , but he does not want to , he wants to be , well , a jerk .",editor,he,14,5,1,wikipedia,5,9,3
137,4249,Male,1,"Frank Malone is a divorced NYPD captain who is waiting at JFK international airport in New York City for his young daughter to arrive from California , as he is going to spend Christmas with her .",captain,he,28,6,1,wikipedia,5,22,3
138,518,Male,1,The patient preferred surgery as first-line treatment rather than other interventions because he had suffered from refractory pneumonia or local pleuritis for a long time .,patient,he,12,1,0,pubmed,5,11,1
139,57,Female,1,"If a person does not pose a threat to public health because she can not spread the infection , then her right to freedom of movement should be respected , regardless of how she acquired that immunity .",person,she,12,2,1,covid19,5,10,3
140,9407,Male,1,"The producer of the Lawrence film , Sam Spiegel , persuaded Bolt to sign after he had served only two weeks .",producer,he,15,1,1,wikipedia,5,14,1
141,9641,Male,1,The user so far has refused to anwser if he manipulated other quotes from scholarly sources in the same way to show they use germanised names rather then their actual content .,user,he,9,1,0,wikipedia,5,8,1
143,365,Female,1,One patient did not receive corticopuvatherapy because she was living far from a puvatherapy centre .,patient,she,7,1,0,pubmed,5,6,1
144,9157,Female,1,"The patient had to verbalize the arithmetical procedures and , with her right index fi nger , look for the left margin before she could pass to the next column .",patient,she,23,1,0,wikipedia,5,22,2
